,rate,lower,upper,year,tax_type
740,47.0,80000,82000,1920,Separately
741,48.0,82000,84000,1920,Separately
742,49.0,84000,86000,1920,Separately
743,50.0,86000,88000,1920,Separately
744,51.0,88000,90000,1920,Separately
745,52.0,90000,92000,1920,Separately
746,53.0,92000,94000,1920,Separately
747,54.0,94000,96000,1920,Separately
748,55.0,96000,98000,1920,Separately
749,56.0,98000,100000,1920,Separately
750,60.0,100000,150000,1920,Separately
751,64.0,150000,200000,1920,Separately
752,68.0,200000,300000,1920,Separately
753,71.0,300000,500000,1920,Separately
754,72.0,500000,1000000,1920,Separately
755,73.0,1000000,10000000,1920,Separately
756,4.0,0,4000,1920,Single
757,8.0,4000,5000,1920,Single
758,9.0,5000,6000,1920,Single
759,10.0,6000,8000,1920,Single
760,11.0,8000,10000,1920,Single
761,12.0,10000,12000,1920,Single
762,13.0,12000,14000,1920,Single
763,14.0,14000,16000,1920,Single
764,15.0,16000,18000,1920,Single
765,16.0,18000,20000,1920,Single
766,17.0,20000,22000,1920,Single
767,18.0,22000,24000,1920,Single
768,19.0,24000,26000,1920,Single
769,20.0,26000,28000,1920,Single
770,21.0,28000,30000,1920,Single
771,22.0,30000,32000,1920,Single
772,23.0,32000,34000,1920,Single
773,24.0,34000,36000,1920,Single
774,25.0,36000,38000,1920,Single
775,26.0,38000,40000,1920,Single
776,27.0,40000,42000,1920,Single
777,28.0,42000,44000,1920,Single
778,29.0,44000,46000,1920,Single
779,30.0,46000,48000,1920,Single
780,31.0,48000,50000,1920,Single
781,32.0,50000,52000,1920,Single
782,33.0,52000,54000,1920,Single
783,34.0,54000,56000,1920,Single
784,35.0,56000,58000,1920,Single
785,36.0,58000,60000,1920,Single
786,37.0,60000,62000,1920,Single
787,38.0,62000,64000,1920,Single
788,39.0,64000,66000,1920,Single
789,40.0,66000,68000,1920,Single
790,41.0,68000,70000,1920,Single
791,42.0,70000,72000,1920,Single
792,43.0,72000,74000,1920,Single
793,44.0,74000,76000,1920,Single
794,45.0,76000,78000,1920,Single
795,46.0,78000,80000,1920,Single
796,47.0,80000,82000,1920,Single
797,48.0,82000,84000,1920,Single
798,49.0,84000,86000,1920,Single
799,50.0,86000,88000,1920,Single
800,51.0,88000,90000,1920,Single
801,52.0,90000,92000,1920,Single
802,53.0,92000,94000,1920,Single
803,54.0,94000,96000,1920,Single
804,55.0,96000,98000,1920,Single
805,56.0,98000,100000,1920,Single
806,60.0,100000,150000,1920,Single
807,64.0,150000,200000,1920,Single
808,68.0,200000,300000,1920,Single
809,71.0,300000,500000,1920,Single
810,72.0,500000,1000000,1920,Single
811,73.0,1000000,10000000,1920,Single
812,4.0,0,4000,1921,Head
813,8.0,4000,5000,1921,Head
814,9.0,5000,6000,1921,Head
815,10.0,6000,8000,1921,Head
816,11.0,8000,10000,1921,Head
817,12.0,10000,12000,1921,Head
818,13.0,12000,14000,1921,Head
819,14.0,14000,16000,1921,Head
820,15.0,16000,18000,1921,Head
821,16.0,18000,20000,1921,Head
822,17.0,20000,22000,1921,Head
823,18.0,22000,24000,1921,Head
824,19.0,24000,26000,1921,Head
825,20.0,26000,28000,1921,Head
826,21.0,28000,30000,1921,Head
827,22.0,30000,32000,1921,Head
828,23.0,32000,34000,1921,Head
829,24.0,34000,36000,1921,Head
830,25.0,36000,38000,1921,Head
831,26.0,38000,40000,1921,Head
832,27.0,40000,42000,1921,Head
833,28.0,42000,44000,1921,Head
834,29.0,44000,46000,1921,Head
835,30.0,46000,48000,1921,Head
836,31.0,48000,50000,1921,Head
837,32.0,50000,52000,1921,Head
838,33.0,52000,54000,1921,Head
839,34.0,54000,56000,1921,Head
840,35.0,56000,58000,1921,Head
841,36.0,58000,60000,1921,Head
842,37.0,60000,62000,1921,Head
843,38.0,62000,64000,1921,Head
844,39.0,64000,66000,1921,Head
845,40.0,66000,68000,1921,Head
846,41.0,68000,70000,1921,Head
847,42.0,70000,72000,1921,Head
848,43.0,72000,74000,1921,Head
849,44.0,74000,76000,1921,Head
850,45.0,76000,78000,1921,Head
851,46.0,78000,80000,1921,Head
852,47.0,80000,82000,1921,Head
853,48.0,82000,84000,1921,Head
854,49.0,84000,86000,1921,Head
855,50.0,86000,88000,1921,Head
856,51.0,88000,90000,1921,Head
857,52.0,90000,92000,1921,Head
858,53.0,92000,94000,1921,Head
859,54.0,94000,96000,1921,Head
860,55.0,96000,98000,1921,Head
861,56.0,98000,100000,1921,Head
862,60.0,100000,150000,1921,Head
863,64.0,150000,200000,1921,Head
864,68.0,200000,300000,1921,Head
865,71.0,300000,500000,1921,Head
866,72.0,500000,1000000,1921,Head
867,73.0,1000000,10000000,1921,Head
868,4.0,0,4000,1921,Jointly
869,8.0,4000,5000,1921,Jointly
870,9.0,5000,6000,1921,Jointly
871,10.0,6000,8000,1921,Jointly
872,11.0,8000,10000,1921,Jointly
873,12.0,10000,12000,1921,Jointly
874,13.0,12000,14000,1921,Jointly
875,14.0,14000,16000,1921,Jointly
876,15.0,16000,18000,1921,Jointly
877,16.0,18000,20000,1921,Jointly
878,17.0,20000,22000,1921,Jointly
879,18.0,22000,24000,1921,Jointly
880,19.0,24000,26000,1921,Jointly
881,20.0,26000,28000,1921,Jointly
882,21.0,28000,30000,1921,Jointly
883,22.0,30000,32000,1921,Jointly
884,23.0,32000,34000,1921,Jointly
885,24.0,34000,36000,1921,Jointly
886,25.0,36000,38000,1921,Jointly
887,26.0,38000,40000,1921,Jointly
888,27.0,40000,42000,1921,Jointly
889,28.0,42000,44000,1921,Jointly
890,29.0,44000,46000,1921,Jointly
891,30.0,46000,48000,1921,Jointly
892,31.0,48000,50000,1921,Jointly
893,32.0,50000,52000,1921,Jointly
894,33.0,52000,54000,1921,Jointly
895,34.0,54000,56000,1921,Jointly
896,35.0,56000,58000,1921,Jointly
897,36.0,58000,60000,1921,Jointly
898,37.0,60000,62000,1921,Jointly
899,38.0,62000,64000,1921,Jointly
900,39.0,64000,66000,1921,Jointly
901,40.0,66000,68000,1921,Jointly
902,41.0,68000,70000,1921,Jointly
903,42.0,70000,72000,1921,Jointly
904,43.0,72000,74000,1921,Jointly
905,44.0,74000,76000,1921,Jointly
906,45.0,76000,78000,1921,Jointly
907,46.0,78000,80000,1921,Jointly
908,47.0,80000,82000,1921,Jointly
909,48.0,82000,84000,1921,Jointly
910,49.0,84000,86000,1921,Jointly
911,50.0,86000,88000,1921,Jointly
912,51.0,88000,90000,1921,Jointly
913,52.0,90000,92000,1921,Jointly
914,53.0,92000,94000,1921,Jointly
915,54.0,94000,96000,1921,Jointly
916,55.0,96000,98000,1921,Jointly
917,56.0,98000,100000,1921,Jointly
918,60.0,100000,150000,1921,Jointly
919,64.0,150000,200000,1921,Jointly
920,68.0,200000,300000,1921,Jointly
921,71.0,300000,500000,1921,Jointly
922,72.0,500000,1000000,1921,Jointly
923,73.0,1000000,10000000,1921,Jointly
924,4.0,0,4000,1921,Separately
925,8.0,4000,5000,1921,Separately
926,9.0,5000,6000,1921,Separately
927,10.0,6000,8000,1921,Separately
928,11.0,8000,10000,1921,Separately
929,12.0,10000,12000,1921,Separately
930,13.0,12000,14000,1921,Separately
931,14.0,14000,16000,1921,Separately
932,15.0,16000,18000,1921,Separately
933,16.0,18000,20000,1921,Separately
934,17.0,20000,22000,1921,Separately
935,18.0,22000,24000,1921,Separately
936,19.0,24000,26000,1921,Separately
937,20.0,26000,28000,1921,Separately
938,21.0,28000,30000,1921,Separately
939,22.0,30000,32000,1921,Separately
940,23.0,32000,34000,1921,Separately
941,24.0,34000,36000,1921,Separately
942,25.0,36000,38000,1921,Separately
943,26.0,38000,40000,1921,Separately
944,27.0,40000,42000,1921,Separately
945,28.0,42000,44000,1921,Separately
946,29.0,44000,46000,1921,Separately
947,30.0,46000,48000,1921,Separately
948,31.0,48000,50000,1921,Separately
949,32.0,50000,52000,1921,Separately
950,33.0,52000,54000,1921,Separately
951,34.0,54000,56000,1921,Separately
952,35.0,56000,58000,1921,Separately
953,36.0,58000,60000,1921,Separately
954,37.0,60000,62000,1921,Separately
955,38.0,62000,64000,1921,Separately
956,39.0,64000,66000,1921,Separately
957,40.0,66000,68000,1921,Separately
958,41.0,68000,70000,1921,Separately
959,42.0,70000,72000,1921,Separately
960,43.0,72000,74000,1921,Separately
961,44.0,74000,76000,1921,Separately
962,45.0,76000,78000,1921,Separately
963,46.0,78000,80000,1921,Separately
964,47.0,80000,82000,1921,Separately
965,48.0,82000,84000,1921,Separately
966,49.0,84000,86000,1921,Separately
967,50.0,86000,88000,1921,Separately
968,51.0,88000,90000,1921,Separately
969,52.0,90000,92000,1921,Separately
970,53.0,92000,94000,1921,Separately
971,54.0,94000,96000,1921,Separately
972,55.0,96000,98000,1921,Separately
973,56.0,98000,100000,1921,Separately
974,60.0,100000,150000,1921,Separately
975,64.0,150000,200000,1921,Separately
976,68.0,200000,300000,1921,Separately
977,71.0,300000,500000,1921,Separately
978,72.0,500000,1000000,1921,Separately
979,73.0,1000000,10000000,1921,Separately
980,4.0,0,4000,1921,Single
981,8.0,4000,5000,1921,Single
982,9.0,5000,6000,1921,Single
983,10.0,6000,8000,1921,Single
984,11.0,8000,10000,1921,Single
985,12.0,10000,12000,1921,Single
986,13.0,12000,14000,1921,Single
987,14.0,14000,16000,1921,Single
988,15.0,16000,18000,1921,Single
989,16.0,18000,20000,1921,Single
990,17.0,20000,22000,1921,Single
991,18.0,22000,24000,1921,Single
992,19.0,24000,26000,1921,Single
993,20.0,26000,28000,1921,Single
994,21.0,28000,30000,1921,Single
995,22.0,30000,32000,1921,Single
996,23.0,32000,34000,1921,Single
997,24.0,34000,36000,1921,Single
998,25.0,36000,38000,1921,Single
999,26.0,38000,40000,1921,Single
1000,27.0,40000,42000,1921,Single
1001,28.0,42000,44000,1921,Single
1002,29.0,44000,46000,1921,Single
1003,30.0,46000,48000,1921,Single
1004,31.0,48000,50000,1921,Single
1005,32.0,50000,52000,1921,Single
1006,33.0,52000,54000,1921,Single
1007,34.0,54000,56000,1921,Single
1008,35.0,56000,58000,1921,Single
1009,36.0,58000,60000,1921,Single
1010,37.0,60000,62000,1921,Single
1011,38.0,62000,64000,1921,Single
1012,39.0,64000,66000,1921,Single
1013,40.0,66000,68000,1921,Single
1014,41.0,68000,70000,1921,Single
1015,42.0,70000,72000,1921,Single
1016,43.0,72000,74000,1921,Single
1017,44.0,74000,76000,1921,Single
1018,45.0,76000,78000,1921,Single
1019,46.0,78000,80000,1921,Single
1020,47.0,80000,82000,1921,Single
1021,48.0,82000,84000,1921,Single
1022,49.0,84000,86000,1921,Single
1023,50.0,86000,88000,1921,Single
1024,51.0,88000,90000,1921,Single
1025,52.0,90000,92000,1921,Single
1026,53.0,92000,94000,1921,Single
1027,54.0,94000,96000,1921,Single
1028,55.0,96000,98000,1921,Single
1029,56.0,98000,100000,1921,Single
1030,60.0,100000,150000,1921,Single
1031,64.0,150000,200000,1921,Single
1032,68.0,200000,300000,1921,Single
1033,71.0,300000,500000,1921,Single
1034,72.0,500000,1000000,1921,Single
1035,73.0,1000000,10000000,1921,Single
1036,4.0,0,4000,1922,Head
1037,8.0,4000,6000,1922,Head
1038,9.0,6000,10000,1922,Head
1039,10.0,10000,12000,1922,Head
1040,11.0,12000,14000,1922,Head
1041,12.0,14000,16000,1922,Head
1042,13.0,16000,18000,1922,Head
1043,14.0,18000,20000,1922,Head
1044,16.0,20000,22000,1922,Head
1045,17.0,22000,24000,1922,Head
1046,18.0,24000,26000,1922,Head
1047,19.0,26000,28000,1922,Head
1048,20.0,28000,30000,1922,Head
1049,21.0,30000,32000,1922,Head
1050,23.0,32000,36000,1922,Head
1051,24.0,36000,38000,1922,Head
1052,25.0,38000,40000,1922,Head
1053,26.0,40000,42000,1922,Head
1054,27.0,42000,44000,1922,Head
1055,28.0,44000,46000,1922,Head
1056,29.0,46000,48000,1922,Head
1057,30.0,48000,50000,1922,Head
1058,31.0,50000,52000,1922,Head
1059,32.0,52000,54000,1922,Head
1060,33.0,54000,56000,1922,Head
1061,34.0,56000,58000,1922,Head
1062,35.0,58000,60000,1922,Head
1063,36.0,60000,62000,1922,Head
1064,37.0,62000,64000,1922,Head
1065,38.0,64000,66000,1922,Head
1066,39.0,66000,68000,1922,Head
1067,40.0,68000,70000,1922,Head
1068,41.0,70000,72000,1922,Head
1069,42.0,72000,74000,1922,Head
1070,43.0,74000,76000,1922,Head
1071,44.0,76000,78000,1922,Head
1072,45.0,78000,80000,1922,Head
1073,46.0,80000,82000,1922,Head
1074,47.0,82000,84000,1922,Head
1075,48.0,84000,86000,1922,Head
1076,49.0,86000,88000,1922,Head
1077,50.0,88000,90000,1922,Head
1078,51.0,90000,92000,1922,Head
1079,52.0,92000,94000,1922,Head
1080,53.0,94000,96000,1922,Head
1081,54.0,96000,98000,1922,Head
1082,55.0,98000,100000,1922,Head
1083,56.0,100000,150000,1922,Head
1084,57.0,150000,200000,1922,Head
1085,58.0,200000,10000000,1922,Head
1086,4.0,0,4000,1922,Jointly
1087,8.0,4000,6000,1922,Jointly
1088,9.0,6000,10000,1922,Jointly
1089,10.0,10000,12000,1922,Jointly
1090,11.0,12000,14000,1922,Jointly
1091,12.0,14000,16000,1922,Jointly
1092,13.0,16000,18000,1922,Jointly
1093,14.0,18000,20000,1922,Jointly
1094,16.0,20000,22000,1922,Jointly
1095,17.0,22000,24000,1922,Jointly
1096,18.0,24000,26000,1922,Jointly
1097,19.0,26000,28000,1922,Jointly
1098,20.0,28000,30000,1922,Jointly
1099,21.0,30000,32000,1922,Jointly
1100,23.0,32000,36000,1922,Jointly
1101,24.0,36000,38000,1922,Jointly
1102,25.0,38000,40000,1922,Jointly
1103,26.0,40000,42000,1922,Jointly
1104,27.0,42000,44000,1922,Jointly
1105,28.0,44000,46000,1922,Jointly
1106,29.0,46000,48000,1922,Jointly
1107,30.0,48000,50000,1922,Jointly
1108,31.0,50000,52000,1922,Jointly
1109,32.0,52000,54000,1922,Jointly
1110,33.0,54000,56000,1922,Jointly
1111,34.0,56000,58000,1922,Jointly
1112,35.0,58000,60000,1922,Jointly
1113,36.0,60000,62000,1922,Jointly
1114,37.0,62000,64000,1922,Jointly
1115,38.0,64000,66000,1922,Jointly
1116,39.0,66000,68000,1922,Jointly
1117,40.0,68000,70000,1922,Jointly
1118,41.0,70000,72000,1922,Jointly
1119,42.0,72000,74000,1922,Jointly
1120,43.0,74000,76000,1922,Jointly
1121,44.0,76000,78000,1922,Jointly
1122,45.0,78000,80000,1922,Jointly
1123,46.0,80000,82000,1922,Jointly
1124,47.0,82000,84000,1922,Jointly
1125,48.0,84000,86000,1922,Jointly
1126,49.0,86000,88000,1922,Jointly
1127,50.0,88000,90000,1922,Jointly
1128,51.0,90000,92000,1922,Jointly
1129,52.0,92000,94000,1922,Jointly
1130,53.0,94000,96000,1922,Jointly
1131,54.0,96000,98000,1922,Jointly
1132,55.0,98000,100000,1922,Jointly
1133,56.0,100000,150000,1922,Jointly
1134,57.0,150000,200000,1922,Jointly
1135,58.0,200000,10000000,1922,Jointly
1136,4.0,0,4000,1922,Separately
1137,8.0,4000,6000,1922,Separately
1138,9.0,6000,10000,1922,Separately
1139,10.0,10000,12000,1922,Separately
1140,11.0,12000,14000,1922,Separately
1141,12.0,14000,16000,1922,Separately
1142,13.0,16000,18000,1922,Separately
1143,14.0,18000,20000,1922,Separately
1144,16.0,20000,22000,1922,Separately
1145,17.0,22000,24000,1922,Separately
1146,18.0,24000,26000,1922,Separately
1147,19.0,26000,28000,1922,Separately
1148,20.0,28000,30000,1922,Separately
1149,21.0,30000,32000,1922,Separately
1150,23.0,32000,36000,1922,Separately
1151,24.0,36000,38000,1922,Separately
1152,25.0,38000,40000,1922,Separately
1153,26.0,40000,42000,1922,Separately
1154,27.0,42000,44000,1922,Separately
1155,28.0,44000,46000,1922,Separately
1156,29.0,46000,48000,1922,Separately
1157,30.0,48000,50000,1922,Separately
1158,31.0,50000,52000,1922,Separately
1159,32.0,52000,54000,1922,Separately
1160,33.0,54000,56000,1922,Separately
1161,34.0,56000,58000,1922,Separately
1162,35.0,58000,60000,1922,Separately
1163,36.0,60000,62000,1922,Separately
1164,37.0,62000,64000,1922,Separately
1165,38.0,64000,66000,1922,Separately
1166,39.0,66000,68000,1922,Separately
1167,40.0,68000,70000,1922,Separately
1168,41.0,70000,72000,1922,Separately
1169,42.0,72000,74000,1922,Separately
1170,43.0,74000,76000,1922,Separately
1171,44.0,76000,78000,1922,Separately
1172,45.0,78000,80000,1922,Separately
1173,46.0,80000,82000,1922,Separately
1174,47.0,82000,84000,1922,Separately
1175,48.0,84000,86000,1922,Separately
1176,49.0,86000,88000,1922,Separately
1177,50.0,88000,90000,1922,Separately
1178,51.0,90000,92000,1922,Separately
1179,52.0,92000,94000,1922,Separately
1180,53.0,94000,96000,1922,Separately
1181,54.0,96000,98000,1922,Separately
1182,55.0,98000,100000,1922,Separately
1183,56.0,100000,150000,1922,Separately
1184,57.0,150000,200000,1922,Separately
1185,58.0,200000,10000000,1922,Separately
1186,4.0,0,4000,1922,Single
1187,8.0,4000,6000,1922,Single
1188,9.0,6000,10000,1922,Single
1189,10.0,10000,12000,1922,Single
1190,11.0,12000,14000,1922,Single
1191,12.0,14000,16000,1922,Single
1192,13.0,16000,18000,1922,Single
1193,14.0,18000,20000,1922,Single
1194,16.0,20000,22000,1922,Single
1195,17.0,22000,24000,1922,Single
1196,18.0,24000,26000,1922,Single
1197,19.0,26000,28000,1922,Single
1198,20.0,28000,30000,1922,Single
1199,21.0,30000,32000,1922,Single
1200,23.0,32000,36000,1922,Single
1201,24.0,36000,38000,1922,Single
1202,25.0,38000,40000,1922,Single
1203,26.0,40000,42000,1922,Single
1204,27.0,42000,44000,1922,Single
1205,28.0,44000,46000,1922,Single
1206,29.0,46000,48000,1922,Single
1207,30.0,48000,50000,1922,Single
1208,31.0,50000,52000,1922,Single
1209,32.0,52000,54000,1922,Single
1210,33.0,54000,56000,1922,Single
1211,34.0,56000,58000,1922,Single
1212,35.0,58000,60000,1922,Single
1213,36.0,60000,62000,1922,Single
1214,37.0,62000,64000,1922,Single
1215,38.0,64000,66000,1922,Single
1216,39.0,66000,68000,1922,Single
1217,40.0,68000,70000,1922,Single
1218,41.0,70000,72000,1922,Single
1219,42.0,72000,74000,1922,Single
1220,43.0,74000,76000,1922,Single
1221,44.0,76000,78000,1922,Single
1222,45.0,78000,80000,1922,Single
1223,46.0,80000,82000,1922,Single
1224,47.0,82000,84000,1922,Single
1225,48.0,84000,86000,1922,Single
1226,49.0,86000,88000,1922,Single
1227,50.0,88000,90000,1922,Single
1228,51.0,90000,92000,1922,Single
1229,52.0,92000,94000,1922,Single
1230,53.0,94000,96000,1922,Single
1231,54.0,96000,98000,1922,Single
1232,55.0,98000,100000,1922,Single
1233,56.0,100000,150000,1922,Single
1234,57.0,150000,200000,1922,Single
1235,58.0,200000,10000000,1922,Single
1236,4.0,0,4000,1923,Head
1237,8.0,4000,6000,1923,Head
1238,9.0,6000,10000,1923,Head
1239,10.0,10000,12000,1923,Head
1240,11.0,12000,14000,1923,Head
1241,12.0,14000,16000,1923,Head
1242,13.0,16000,18000,1923,Head
1243,14.0,18000,20000,1923,Head
1244,16.0,20000,22000,1923,Head
1245,17.0,22000,24000,1923,Head
1246,18.0,24000,26000,1923,Head
1247,19.0,26000,28000,1923,Head
1248,20.0,28000,30000,1923,Head
1249,21.0,30000,32000,1923,Head
1250,23.0,32000,36000,1923,Head
1251,24.0,36000,38000,1923,Head
1252,25.0,38000,40000,1923,Head
1253,26.0,40000,42000,1923,Head
1254,27.0,42000,44000,1923,Head
1255,28.0,44000,46000,1923,Head
1256,29.0,46000,48000,1923,Head
1257,30.0,48000,50000,1923,Head
1258,31.0,50000,52000,1923,Head
1259,32.0,52000,54000,1923,Head
1260,33.0,54000,56000,1923,Head
1261,34.0,56000,58000,1923,Head
1262,35.0,58000,60000,1923,Head
1263,36.0,60000,62000,1923,Head
1264,37.0,62000,64000,1923,Head
1265,38.0,64000,66000,1923,Head
1266,39.0,66000,68000,1923,Head
1267,40.0,68000,70000,1923,Head
1268,41.0,70000,72000,1923,Head
1269,42.0,72000,74000,1923,Head
1270,43.0,74000,76000,1923,Head
1271,44.0,76000,78000,1923,Head
1272,45.0,78000,80000,1923,Head
1273,46.0,80000,82000,1923,Head
1274,47.0,82000,84000,1923,Head
1275,48.0,84000,86000,1923,Head
1276,49.0,86000,88000,1923,Head
1277,50.0,88000,90000,1923,Head
1278,51.0,90000,92000,1923,Head
1279,52.0,92000,94000,1923,Head
1280,53.0,94000,96000,1923,Head
1281,54.0,96000,98000,1923,Head
1282,55.0,98000,100000,1923,Head
1283,56.0,100000,150000,1923,Head
1284,57.0,150000,200000,1923,Head
1285,58.0,200000,10000000,1923,Head
1286,4.0,0,4000,1923,Jointly
1287,8.0,4000,6000,1923,Jointly
1288,9.0,6000,10000,1923,Jointly
1289,10.0,10000,12000,1923,Jointly
1290,11.0,12000,14000,1923,Jointly
1291,12.0,14000,16000,1923,Jointly
1292,13.0,16000,18000,1923,Jointly
1293,14.0,18000,20000,1923,Jointly
1294,16.0,20000,22000,1923,Jointly
1295,17.0,22000,24000,1923,Jointly
1296,18.0,24000,26000,1923,Jointly
1297,19.0,26000,28000,1923,Jointly
1298,20.0,28000,30000,1923,Jointly
1299,21.0,30000,32000,1923,Jointly
1300,23.0,32000,36000,1923,Jointly
1301,24.0,36000,38000,1923,Jointly
1302,25.0,38000,40000,1923,Jointly
1303,26.0,40000,42000,1923,Jointly
1304,27.0,42000,44000,1923,Jointly
1305,28.0,44000,46000,1923,Jointly
1306,29.0,46000,48000,1923,Jointly
1307,30.0,48000,50000,1923,Jointly
1308,31.0,50000,52000,1923,Jointly
1309,32.0,52000,54000,1923,Jointly
1310,33.0,54000,56000,1923,Jointly
1311,34.0,56000,58000,1923,Jointly
1312,35.0,58000,60000,1923,Jointly
1313,36.0,60000,62000,1923,Jointly
1314,37.0,62000,64000,1923,Jointly
1315,38.0,64000,66000,1923,Jointly
1316,39.0,66000,68000,1923,Jointly
1317,40.0,68000,70000,1923,Jointly
1318,41.0,70000,72000,1923,Jointly
1319,42.0,72000,74000,1923,Jointly
1320,43.0,74000,76000,1923,Jointly
1321,44.0,76000,78000,1923,Jointly
1322,45.0,78000,80000,1923,Jointly
1323,46.0,80000,82000,1923,Jointly
1324,47.0,82000,84000,1923,Jointly
1325,48.0,84000,86000,1923,Jointly
